County Number,County Name,ESC Region Served,ESC Region PEIMS,ESC Region Geographic,District Number,District Name,District Type,NCES District ID,District Street Address,District City,District State,District Zip,District Site Street Address,District Site City,District Site State,District Site Zip,District Phone,District Fax,District Email Address,District Web Page Address,District Superintendent,District Enrollment as of Oct 2022,School Number,School Name,Instruction Type,Charter Type,AEA,Magnet Status,Residential Facility,NCES School ID,School Street Address,School City,School State,School Zip,School Site Street Address,School Site City,School Site State,School Site Zip,School Phone,School Fax,School Email Address,School Web Page Address,School Principal,Grade Range,School Enrollment as of Oct 2022,School Status,School Status Date,Update Date
'146,LIBERTY COUNTY,'04,'04,'04,'146901,CLEVELAND ISD,INDEPENDENT,'4814370,316 E DALLAS ST,CLEVELAND,TX,77327,316 E DALLAS ST,CLEVELAND,TX,77327,(281) 592-8717,(281) 592-8283,sarnold@clevelandisd.org,www.clevelandisd.org,MR STEPHEN MCCANLESS   ,11567,'146901001,CLEVELAND H S,REGULAR INSTRUCTIONAL,,N,N,N,'481437000925,1600 E HOUSTON ST,CLEVELAND,TX,77327-4798,1600 E HOUSTON ST,CLEVELAND,TX,77327-4798,(281) 592-8752,(281) 592-7485,bartholomew.miller@clevelandisd.org,,DR BARTHOLOMEW MILLER   ,'09-12,3310,Active, ,8/8/23 5:37
'146,LIBERTY COUNTY,'04,'04,'04,'146902,DAYTON ISD,INDEPENDENT,'4816410,P O BOX 248,DAYTON,TX,77535-0248,100 CHERRY CREEK RD,DAYTON,TX,77535-2639,(936) 258-2667,(936) 258-5616,jessica.johnson@daytonisd.net,www.daytonisd.net/,DR JESSICA JOHNSON   ,5776,'146902002,DAYTON H S,REGULAR INSTRUCTIONAL,,N,N,N,'481641001402,P O BOX 248,DAYTON,TX,77535-0248,3200 N CLEVELAND,DAYTON,TX,77535-2515,(936) 258-2510,(936) 257-4048,geoff.mccracken@daytonisd.net,www.daytonisd.net,MR GEOFF MCCRACKEN   ,'09-12,1633,Active, ,8/8/23 5:37
'146,LIBERTY COUNTY,'04,'04,'04,'146903,DEVERS ISD,INDEPENDENT,'4816920,P O BOX 488,DEVERS,TX,77538-0488,201 S CHISM ST,DEVERS,TX,77538-0488,(936) 549-7135,(936) 549-7595,eharris@deversisd.net,www.deversisd.net,ELIZABETH HARRIS   ,204,'146903041,DEVERS JH,REGULAR INSTRUCTIONAL,,N,N,N,'481692010885,P O BOX 488,DEVERS,TX,77538,201 S CHISM,DEVERS,TX,77538,(936) 549-7591,(936) 549-7085,eharris@deversisd.net,www.deversisd.net,ELIZABETH HARRIS   ,'06-08,63,Active,8/9/04,8/8/23 5:37
'146,LIBERTY COUNTY,'05,'05,'04,'146904,HARDIN ISD,INDEPENDENT,'4822380,P O BOX 330,HARDIN,TX,77561-0330,12195 N HWY 146,LIBERTY,TX,77575,(936) 298-2112,(936) 298-9161,webmaster@hardinisd.net,www.hardinisd.net,MR SCOTT MACKEY   ,1317,'146904001,HARDIN H S,REGULAR INSTRUCTIONAL,,N,N,N,'482238002245,P O BOX 330,HARDIN,TX,77561-0330,501 FM 834 E,HARDIN,TX,77561-0330,(936) 298-2118,(936) 298-3612,webmaster@hardinisd.net,,MR STACY TUCKER   ,'09-12,394,Active, ,8/8/23 5:37
'146,LIBERTY COUNTY,'05,'05,'04,'146905,HULL-DAISETTA ISD,INDEPENDENT,'4823880,P O BOX 477,DAISETTA,TX,77533-0477,117 N MAIN HWY 770,DAISETTA,TX,77533-0477,(936) 536-6321 ext:4085,(936) 536-6251,tbartram@hdisd.net,www.hdisd.net,MR TIM BARTRAM   ,431,'146905001,HULL-DAISETTA H S,REGULAR INSTRUCTIONAL,,N,N,N,'482388002640,P O BOX 477,DAISETTA,TX,77533-0477,117 N MAIN HWY 770,DAISETTA,TX,77533-0477,(936) 536-6321 ext:4006,(936) 536-3839,jhayman@hdisd.net,www.hdisd.net,MR JAY HAYMAN   ,'09-12,105,Active, ,8/8/23 5:37
'146,LIBERTY COUNTY,'05,'05,'04,'146906,LIBERTY ISD,INDEPENDENT,'4827450,1600 GRAND AVE,LIBERTY,TX,77575-4725,1600 GRAND AVE,LIBERTY,TX,77575-4725,(936) 336-7213,(936) 336-2283,pawilliamson@libertyisd.net,www.libertyisd.net,MR DUSTIN MCGEE   ,2398,'146906001,LIBERTY H S,REGULAR INSTRUCTIONAL,,N,N,N,'482745003087,2615 JEFFERSON DR,LIBERTY,TX,77575-4312,2615 JEFFERSON DR,LIBERTY,TX,77575-4312,(936) 336-6483 ext:222 ,(936) 336-3931,babendele@libertyisd.net,,KAREN SLACK   ,'09-12,707,Active, ,8/8/23 5:37
'146,LIBERTY COUNTY,'04,'04,'04,'146907,TARKINGTON ISD,INDEPENDENT,'4842210,2770 FM 163,CLEVELAND,TX,77327,2770 FM 163,CLEVELAND,TX,77327,(281) 592-8781,(281) 592-3969,EDAVIS@TARKINGTONISD.NET,www.tarkingtonisd.net,DR ELNA DAVIS   ,1893,'146907001,TARKINGTON H S,REGULAR INSTRUCTIONAL,,N,N,N,'484221004802,2770 FM 163,CLEVELAND,TX,77327,2770 FM 163,CLEVELAND,TX,77327,(281) 592-7739,(281) 592-0693,,www.tarkingtonisd.net,MR JOHN CLEMENTS   ,'09-12,513,Active, ,8/8/23 5:37
'147,LIMESTONE COUNTY,'12,'12,'12,'147901,COOLIDGE ISD,INDEPENDENT,'4815120,P O BOX 70,COOLIDGE,TX,76635-0070,1002 KIRVEN ST,COOLIDGE,TX,76635-0070,(254) 786-2206 ext:225 ,(254) 786-4835,rlowry@coolidgeisd.org,www.coolidgeisd.org,DR ROBERT D LOWRY   ,295,'147901001,COOLIDGE H S,REGULAR INSTRUCTIONAL,,N,N,N,'481512021408,P O BOX 70,COOLIDGE,TX,76635-0070,1002 KIRVEN,COOLIDGE,TX,76635-0070,(254) 786-4822 ext:221 ,(254) 786-4835,jcox@coolidgeisd.org,www.coolidgeisd.org,JUSTIN COX   ,'06-12,140,Active,7/1/91,8/8/23 5:37
'147,LIMESTONE COUNTY,'12,'12,'12,'147902,GROESBECK ISD,INDEPENDENT,'4821810,1202 N ELLIS,GROESBECK,TX,76642-0559,1202 N ELLIS,GROESBECK,TX,76642-0559,(254) 729-4100,(254) 729-2391,a.figueroa@groesbeckisd.net,groesbeckisdtx.sites.thrillshare.com/,ANTHONY FIGUEROA   ,1573,'147902001,GROESBECK H S,REGULAR INSTRUCTIONAL,,N,N,N,'482181002202,1202 N ELLIS,GROESBECK,TX,76642-0559,1202 N ELLIS,GROESBECK,TX,76642-2198,(254) 729-4101,(254) 729-5458,b.bomar@groesbeckisd.net,groesbeckisdtx.sites.thrillshare.com/o/ghs,DR BONNIE BOMAR   ,'09-12,458,Active, ,8/8/23 5:37
'147,LIMESTONE COUNTY,'12,'12,'12,'147903,MEXIA ISD,INDEPENDENT,'4830420,P O BOX 2000,MEXIA,TX,76667,616 N RED RIVER ST,MEXIA,TX,76667,(254) 562-4000,(254) 562-5508,rappleton@mexiaisd.net,www.mexiaisd.net,MR RYDER APPLETON   ,1864,'147903002,MEXIA H S,REGULAR INSTRUCTIONAL,,N,N,N,'483042003425,P O BOX 2000,MEXIA,TX,76667-2000,1120 N ROSS,MEXIA,TX,76667-2299,(254) 562-4010,(254) 562-2142,jgriggs@mexiaisd.net,www.mexiaisd.net,JOHN GRIGGS   ,'09-12,553,Active, ,8/8/23 5:37
'148,LIPSCOMB COUNTY,'16,'16,'16,'148901,BOOKER ISD,INDEPENDENT,'4810830,P O BOX 288,BOOKER,TX,79005-0288,600 S MAIN,BOOKER,TX,79005-0288,(806) 658-4501 ext:222 ,(806) 658-4503,michael.lee@region16.net,www.bookerisd.net,MICHAEL RAY LEE   ,343,'148901001,BOOKER JH/H S,REGULAR INSTRUCTIONAL,,N,N,N,'481083000550,P O BOX 288,BOOKER,TX,79005-0288,600 S MAIN ST,BOOKER,TX,79005-0288,(806) 658-4521 ext:229 ,(806) 658-9530,pablo.desantiago@region16.net,www.bookerisd.net,MR PABLO DE SANTIAGO   ,'06-12,180,Active, ,8/8/23 5:37
'148,LIPSCOMB COUNTY,'16,'16,'16,'148902,FOLLETT ISD,INDEPENDENT,'4819500,PO DRAWER 28,FOLLETT,TX,79034-0028,205 E IVANHOE (HIGHWAY15),FOLLETT,TX,79034-0028,(806) 653-1504 ext:24,(806) 653-2036,mollie.howell@region16.net,www.follettisd.net,MRS MEGAN ROBERTSON   ,184,'148902001,FOLLETT SCHOOL,REGULAR INSTRUCTIONAL,,N,N,N,'481950001806,DRAWER 28,FOLLETT,TX,79034-0028,205 E IVANHOE,FOLLETT,TX,79034-0028,(806) 653-2301 ext:21  ,(806) 653-2036,jamie.copley@region16.net,follettisd.net,MRS MEGAN ROBERTSON   ,'EE-12,184,Active, ,8/8/23 5:37
'148,LIPSCOMB COUNTY,'16,'16,'16,'148905,DARROUZETT ISD,INDEPENDENT,'4816320,P O BOX 98,DARROUZETT,TX,79024-0098,102 W KANSAS AVE,DARROUZETT,TX,79024-0098,(806) 624-2221,(806) 624-4361,jessicaweinette@darrouzettisd.net,www.darrouzettisd.net,MRS JESSICA WEINETTE   ,112,'148905101,DARROUZETT SCHOOLS,REGULAR INSTRUCTIONAL,,N,N,N,'481632001699,P O BOX 98,DARROUZETT,TX,79024-0098,102 W KANSAS AVE,DARROUZETT,TX,79024-0098,(806) 624-2221,(806) 624-4361,jessicaweinette@darrouzettisd.net,www.darrouzettisd.net,MR JEFF SPRAGUE   ,'PK-12,112,Active,7/1/80,8/8/23 5:37
'149,LIVE OAK COUNTY,'02,'02,'02,'149901,GEORGE WEST ISD,INDEPENDENT,'4820550,913 HOUSTON ST,GEORGE WEST,TX,78022-3416,913 HOUSTON ST,GEORGE WEST,TX,78022-3416,(361) 449-1914 ext:1000,(361) 449-1426,centraloffice@gwisd.us,www.gwisd.us,DR ROLAND QUESADA   ,1083,'149901001,GEORGE WEST H S,REGULAR INSTRUCTIONAL,,N,N,N,'482055002065,1013 HOUSTON ST,GEORGE WEST,TX,78022-3417,1013 HOUSTON ST,GEORGE WEST,TX,78022-3417,(361) 449-1914,(361) 449-3128,jbeverly@gwisd.us,www.gwisd.us,JOY BEVERLY   ,'09-12,280,Active, ,8/8/23 5:37
'149,LIVE OAK COUNTY,'02,'02,'02,'149902,THREE RIVERS ISD,INDEPENDENT,'4842690,351 S SCHOOL RD,THREE RIVERS,TX,78071,351 S SCHOOL RD,THREE RIVERS,TX,78071,(361) 786-3603 ext:100,(361) 786-3603,ldragon@trisd.org,www.trisd.org,MR LESLIE JOHN DRAGON   ,585,'149902001,THREE RIVERS JR/SR H S,REGULAR INSTRUCTIONAL,,N,N,N,'484269004874,351 S SCHOOL RD,THREE RIVERS,TX,78071,351 S SCHOOL RD,THREE RIVERS,TX,78071,(361) 786-3603 ext:401 ,(361) 786-3533,dosborne@trisd.org,www.trisd.org,MR DANIEL OSBORNE   ,'07-12,267,Active, ,8/8/23 5:37
'150,LLANO COUNTY,'13,'13,'13,'150901,LLANO ISD,INDEPENDENT,'4827810,1400 OATMAN ST,LLANO,TX,78643,1400 OATMAN ST,LLANO,TX,78643,(325) 247-4747,(325) 247-5623,medwards@llanoisd.org,www.llanoisd.org,MR MAC EDWARDS   ,1937,'150901001,LLANO H S,REGULAR INSTRUCTIONAL,,N,N,N,'482781003121,2509 S STATE HWY 16,LLANO,TX,78643-2734,2509 S STATE HWY 16,LLANO,TX,78643-2734,(325) 248-2200,(325) 247-2122,spatrick@llanoisd.org,www.llanoisd.org,MR SCOTT PATRICK   ,'09-12,552,Active, ,8/8/23 5:37
'152,LUBBOCK COUNTY,'17,'17,'17,'152504,TEXAS TECH UNIVERSITY K-12,INDEPENDENT,'4801480,P O BOX 42191,LUBBOCK,TX,79409-2191,2515 15TH ST,LUBBOCK,TX,79409-2191,(806) 742-7227,(806) 742-7277,ttuk12@ttu.edu,www.k12.ttu.edu,MR IAN SCOTT LUCAS   ,735,'152504001,TEXAS TECH UNIVERSITY K-12,REGULAR INSTRUCTIONAL,,N,N,N,'480148014286,P O BOX 42191,LUBBOCK,TX,79409-2191,3316 9TH ST,LUBBOCK,TX,79413,(806) 834-2238,(806) 742-7288,ttuk12@ttu.edu,www.k12.ttu.edu,CARI MOYE   ,'KG-12,735,Active,6/23/98,8/8/23 5:37
'152,LUBBOCK COUNTY,'17,'17,'17,'152802,RISE ACADEMY,CHARTER,'4800141,207 N MARTIN LUTHER KING BLVD,LUBBOCK,TX,79403,207 N MARTIN LUTHER KING BLVD,LUBBOCK,TX,79403,(806) 744-0438,(832) 201-7088,risedirector@riseacademy.us,www.riseacademy.org/,MR RICHARD BAUMGARTNER   ,297,'152802101,RISE ACADEMY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,N,N,N,'480014108325,P O BOX 2837,LUBBOCK,TX,78408,207 N MARTIN LUTHER KING BLVD,LUBBOCK,TX,79403,(806) 744-0438,(832) 201-7088,rise.academy@instruction.com,,RICHARD BAUMGARTNER   ,'PK-08,297,Active,9/1/99,8/8/23 5:37
'152,LUBBOCK COUNTY,'17,'17,'17,'152803,TRIUMPH PUBLIC HIGH SCHOOLS-LUBBOCK,CHARTER,'4800142,P O BOX 15644,SAN ANTONIO,TX,78212,4008 AVE R,LUBBOCK,TX,79412,(210) 227-0295,(210) 227-7879,frances.johnson@triumphpublicschools.org,www.triumphpublicschools.org,MRS FRANCES BERRONES-JOHNSON   ,226,'152803001,TRIUMPH PUBLIC HIGH SCHOOLS-LUBBOCK,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,Y,N,N,'480014208326,4008 AVE R,LUBBOCK,TX,79412,4008 AVE R,LUBBOCK,TX,79412,(806) 744-0330,(806) 741-1089,nikki.wilson@triumphpublicschools.org,www.triumphpublicschools.org,NIKKI WILSON   ,'09-12,226,Active,9/24/98,8/8/23 5:37
'152,LUBBOCK COUNTY,'17,'17,'17,'152806,BETTY M CONDRA SCHOOL FOR EDUCATION INNOVATION,CHARTER,'4801468,1421 9TH ST,LUBBOCK,TX,79401,1421 9TH ST,LUBBOCK,TX,79401,(806) 701-4994,(000) 000-0000,mcondra@condraschool.com,www.condraschool.com,MERINDA K CONDRA   ,175,'152806001,BETTY M CONDRA SCHOOL FOR EDUCATION INNOVATION,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,N,N,N,'480146813679,1421 9TH ST,LUBBOCK,TX,79401,1421 9TH ST,LUBBOCK,TX,79401,(806) 407-0878,(806) 741-0142,lbuckner@esc17.net,www.condraschool.com,LEISA BUCKNER   ,'KG-05,175,Active,8/13/19,8/8/23 5:37
'152,LUBBOCK COUNTY,'17,'17,'17,'152901,LUBBOCK ISD,INDEPENDENT,'4828500,1628 19TH ST,LUBBOCK,TX,79401-4895,1628 19TH ST,LUBBOCK,TX,79401-4895,(806) 219-0000,(806) 766-1005,kathy.rollo@lubbockisd.org,www.lubbockisd.org,DR KATHY ROLLO   ,25247,'152901007,PRIORITY INTERVENTION ACADEMY,DAEP INSTRUCTIONAL,,N,N,N,'482850003208,1323 E 24TH ST,LUBBOCK,TX,79404,1323 E 24TH ST,LUBBOCK,TX,79404,(806) 219-2400,(806) 766-1964,david.johnson@lubbockisd.org,,DAVID JOHNSON   ,'05-12,152,Active, ,8/8/23 5:37
'152,LUBBOCK COUNTY,'17,'17,'17,'152902,NEW DEAL ISD,INDEPENDENT,'4832430,P O BOX 280,NEW DEAL,TX,79350-0280,401 S AUBURN AVE,NEW DEAL,TX,79350-0280,(806) 746-5833 ext:1001,(806) 746-5707,mattr@ndisd.net,www.ndisd.net,MR MATT REED   ,757,'152902001,NEW DEAL H S,REGULAR INSTRUCTIONAL,,N,N,N,'483243003601,P O BOX 250,NEW DEAL,TX,79350-0250,209 S AUBURN AVE,NEW DEAL,TX,79350-0250,(806) 746-5933 ext:237 ,(806) 746-5544,jeffq@ndisd.net,www.ndisd.net,MR RAMIRO HERNANDEZ   ,'09-12,244,Active, ,8/8/23 5:37
'152,LUBBOCK COUNTY,'17,'17,'17,'152903,SLATON ISD,INDEPENDENT,'4840440,140 E PANHANDLE,SLATON,TX,79364-4238,140 E PANHANDLE,SLATON,TX,79364-4238,(806) 828-6591,(806) 828-5506,sajones@slatonisd.net,www.slatonisd.net,MRS SHELLI CROW   ,1268,'152903001,SLATON H S,REGULAR INSTRUCTIONAL,,N,N,N,'484044004579,105 N 20TH ST,SLATON,TX,79364-3719,105 N 20TH ST,SLATON,TX,79364-3719,(806) 828-5833,(806) 828-1229,jarenas@slatonisd.net,www.slatonisd.net,MR JESUS ARENAS   ,'09-12,362,Active, ,8/8/23 5:37
'152,LUBBOCK COUNTY,'17,'17,'17,'152906,LUBBOCK-COOPER ISD,INDEPENDENT,'4815180,13807 INDIANA AVE,LUBBOCK,TX,79423-9530,13807 INDIANA AVE,LUBBOCK,TX,79423-9530,(806) 993-2300,(806) 993-2301,kbryant@lcisd.net,www.lcisd.net,KEITH BRYANT   ,7750,'152906001,LUBBOCK-COOPER H S,REGULAR INSTRUCTIONAL,,N,N,N,'481518001024,910 WOODROW RD,LUBBOCK,TX,79423-9530,910 WOODROW RD,LUBBOCK,TX,79423-9530,(806) 993-2321,(806) 993-2361,info@lcisd.net,www.lcisd.net,LANDON WINTON   ,'09-12,2117,Active,9/1/71,8/8/23 5:37
'152,LUBBOCK COUNTY,'17,'17,'17,'152907,FRENSHIP ISD,INDEPENDENT,'4819830,P O BOX 100,WOLFFORTH,TX,79382-0100,501 7TH ST,WOLFFORTH,TX,79382-0100,(806) 866-9541,(806) 866-4135,llibre@frenship.us,www.frenship.net,DR MICHELLE MCCORD   ,11165,'152907001,FRENSHIP H S,REGULAR INSTRUCTIONAL,,N,N,N,'481983001945,P O BOX 100,WOLFFORTH,TX,79382-0100,902 N DOWDEN RD,WOLFFORTH,TX,79382,(806) 866-4440,(806) 866-9370,ghernandez@frenship.us,,MR GREG HERNANDEZ   ,'09-12,3247,Active,9/1/71,8/8/23 5:37
'152,LUBBOCK COUNTY,'17,'17,'17,'152908,ROOSEVELT ISD,INDEPENDENT,'4837800,1406 CR 3300,LUBBOCK,TX,79403-9643,1406 COUNTY RD 3300,LUBBOCK,TX,79403-9643,(806) 842-3282 ext:100 ,(806) 842-3266,dgrimes@risdtx.us,www.risdtx.us,DALLAS GRIMES   ,1175,'152908001,ROOSEVELT H S,REGULAR INSTRUCTIONAL,,N,N,N,'483780004233,1406 CR 3300,LUBBOCK,TX,79403-9643,1406 COUNTY RD 3300,LUBBOCK,TX,79403-9643,(806) 842-3283 ext:400 ,(806) 842-3931,tcrane@risdtx.us,www.roosevelt.k12.tx.us,MR TIM CRANE   ,'09-12,350,Active,9/1/71,8/8/23 5:37
'152,LUBBOCK COUNTY,'17,'17,'17,'152909,SHALLOWATER ISD,INDEPENDENT,'4839870,1100 AVE K,SHALLOWATER,TX,79363,1100 AVE K,SHALLOWATER,TX,79363,(806) 832-4531 ext:2008,(806) 832-4350,dholder@shallowaterisd.net,www.shallowaterisd.net,DR ANITA HEBERT   ,1762,'152909001,SHALLOWATER H S,REGULAR INSTRUCTIONAL,,N,N,N,'483987004523,1100 AVE K,SHALLOWATER,TX,79363,1009 STATE CHAMPIONS DR,SHALLOWATER,TX,79363,(806) 832-4531 ext:2201,(806) 832-4523,cwilkins@shallowaterisd.net,,MRS CANDACE WILKINS   ,'09-12,542,Active, ,8/8/23 5:37
'152,LUBBOCK COUNTY,'17,'17,'17,'152910,IDALOU ISD,INDEPENDENT,'4824120,601 S WALNUT,IDALOU,TX,79329,601 S WALNUT,IDALOU,TX,79329,(806) 892-1900 ext:2000,(806) 892-3204,thelms@idalouisd.net,www.idalouisd.net,MR ROBERT GIBSON   ,988,'152910001,IDALOU H S,REGULAR INSTRUCTIONAL,,N,N,N,'482412002688,601 S WALNUT,IDALOU,TX,79329,601 S WALNUT,IDALOU,TX,79329,(806) 892-1900 ext:4430,(806) 892-3204,kacarroll@idalouisd.net,www.idalouisd.net,MR JERRY ESTRADA   ,'09-12,278,Active,9/1/71,8/8/23 5:37
'153,LYNN COUNTY,'17,'17,'17,'153903,O'DONNELL ISD,INDEPENDENT,'4833390,400 SMALL ST,O'DONNELL,TX,79351,400 SMALL ST,O'DONNELL,TX,79351,(806) 428-3241,(806) 428-3395,cpalmer@esc17.net,odonnell.esc17.net,DR CATHY YORK-PALMER   ,288,'153903001,O'DONNELL SCHOOL,REGULAR INSTRUCTIONAL,,N,N,N,'483339003748,400 SMALL ST,O'DONNELL,TX,79351,400 SMALL ST,O'DONNELL,TX,79351,(806) 428-3241,(806) 428-3395,sharlaedwards@esc17.net,odonnell.esc17.net,CODY WHITE   SHARLA EDWARDS   ,'EE-12,288,Active, ,8/8/23 5:37
'153,LYNN COUNTY,'17,'17,'17,'153904,TAHOKA ISD,INDEPENDENT,'4842090,2129 MAIN ST,TAHOKA,TX,79373-1230,2129 MAIN ST,TAHOKA,TX,79373-1230,(806) 561-4105,(806) 561-4160,tprice@tahokaisd.org,www.tahokaisd.org,MR TORREY PRICE   ,595,'153904001,TAHOKA H S,REGULAR INSTRUCTIONAL,,N,N,N,'484209004793,2129 MAIN ST,TAHOKA,TX,79373-1500,1925 AVE P,TAHOKA,TX,79373-1500,(806) 561-4538,(806) 561-6082,cbarnes@tahokaisd.org,www.tahokaisd.org,RENE VILLEGAS   ,'09-12,175,Active, ,8/8/23 5:37
'153,LYNN COUNTY,'17,'17,'17,'153905,NEW HOME ISD,INDEPENDENT,'4832490,225 N MAIN ST,NEW HOME,TX,79381,225 N MAIN ST,NEW HOME,TX,79381,(806) 924-7543 ext:203,(806) 924-7520,sfiedler@esc17.net,newhomeisd.org,MR CHARLTON SHANE FIEDLER   ,626,'153905001,NEW HOME SCHOOL,REGULAR INSTRUCTIONAL,,N,N,N,'483249003605,225 N MAIN ST,NEW HOME,TX,79381,225 N MAIN ST,NEW HOME,TX,79381,(806) 924-7543,(806) 924-7520,sfiedler@esc17.net,newhomeisd.org/,BRADY WEBB   KELLY BAUM   ,'EE-12,626,Active, ,8/8/23 5:37
'153,LYNN COUNTY,'17,'17,'17,'153907,WILSON ISD,INDEPENDENT,'4845990,P O BOX 9,WILSON,TX,79381-0009,1411 GREEN AVE,WILSON,TX,79381-0009,(806) 628-6261 ext:5   ,(806) 628-6441,jportillo@wilsonisd.org,wilsonisd.org,JP PORTILLO   ,125,'153907001,WILSON SCHOOL,REGULAR INSTRUCTIONAL,,N,N,N,'484599005241,P O BOX 9,WILSON,TX,79381-0009,1411 GREEN AVE,WILSON,TX,79381-0009,(806) 628-6271 ext:110 ,(806) 628-6441,rschaub@esc17.net,wilson.esc17.net,MRS KRISTI BURTCH   ,'EE-12,125,Active, ,8/8/23 5:37
'154,MADISON COUNTY,'06,'06,'06,'154901,MADISONVILLE CISD,INDEPENDENT,'4828710,P O BOX 879,MADISONVILLE,TX,77864-0879,718 BACON ST,MADISONVILLE,TX,77864-2540,(936) 348-2797,(936) 348-2751,mbutts@madisonvillecisd.org,www.madisonvillecisd.org,DR KEITH WEST   ,2431,'154901001,MADISONVILLE H S,REGULAR INSTRUCTIONAL,,N,N,N,'482871003251,P O BOX 879,MADISONVILLE,TX,77864-0879,811A S MAY ST,MADISONVILLE,TX,77864-2563,(936) 348-2721,(936) 348-5753,ssheppard@madisonvillecisd.org,,MRS SHELLI SHEPPARD   ,'09-12,695,Active, ,8/8/23 5:37
'154,MADISON COUNTY,'06,'06,'06,'154903,NORTH ZULCH ISD,INDEPENDENT,'4833030,P O BOX 158,NORTH ZULCH,TX,77872-0158,11390 FIFTH ST - ADMN,NORTH ZULCH,TX,77872-0158,(936) 241-7100 ext:1700,(936) 241-7093,admin@nzisd.org,www.nzisd.org,JOHN ALAN ANDRUS   ,352,'154903001,NORTH ZULCH ELEMENTARY/SECONDARY,REGULAR INSTRUCTIONAL,,N,N,N,'483303003670,P O BOX 158,NORTH ZULCH,TX,77872-0158,11390 FIFTH ST,NORTH ZULCH,TX,77872-0158,(936) 241-7100,(936) 241-7093,admin@nzisd.org,www.nzisd.org,JANIE POPE   KEVIN COMPTON   ,'EE-12,352,Active, ,8/8/23 5:37
'155,MARION COUNTY,'08,'08,'08,'155901,JEFFERSON ISD,INDEPENDENT,'4824730,1600 MLK,JEFFERSON,TX,75657-2116,1600 MLK,JEFFERSON,TX,75657-2116,(903) 665-2461 ext:8   ,(903) 665-7367,mlwood@jeffersonisd.org,www.jeffersonisd.org,MICHAEL WALKER   ,1132,'155901002,JEFFERSON H S,REGULAR INSTRUCTIONAL,,N,N,N,'482473002764,#1 BULLDOG DR,JEFFERSON,TX,75657,#1 BULLDOG DR,JEFFERSON,TX,75657,(903) 665-2461 ext:2   ,(903) 665-2146,dfurlow@jeffersonisd.org,,JERRY BRANNEN   ,'09-12,380,Active, ,8/8/23 5:37
'156,MARTIN COUNTY,'18,'18,'18,'156902,STANTON ISD,INDEPENDENT,'4841430,P O BOX 730,STANTON,TX,79782-0730,200 N COLLEGE,STANTON,TX,79782-0730,(432) 607-3700 ext:5301,(432) 756-2052,jmccown@stanton.esc18.net,www.stanton.esc18.net,MS JAN MCCOWN   ,1081,'156902001,STANTON H S,REGULAR INSTRUCTIONAL,,N,N,N,'484143004740,P O BOX 730,STANTON,TX,79782-0730,705 KNOOCE ST,STANTON,TX,79782-0730,(432) 607-3700 ext:0301,(432) 756-2248,ddaniel@stanton.esc18.net,www.stanton.esc18.net,MR DREW DANIEL   ,'09-12,307,Active, ,8/8/23 5:37
'156,MARTIN COUNTY,'18,'18,'18,'156905,GRADY ISD,INDEPENDENT,'4821300,3011 STATE HWY 176,LENORAH,TX,79749-4000,3011 STATE HWY 176,LENORAH,TX,79749-4000,(432) 459-2444,(432) 459-2729,twiebe@gradyisd.org,gradyisd.org,MR LEANDRO GONZALES JR   ,258,'156905001,GRADY SCHOOL,REGULAR INSTRUCTIONAL,,N,N,N,'482130002131,3011 STATE HWY 176,LENORAH,TX,79749-4000,3011 STATE HWY 176,LENORAH,TX,79749-4000,(432) 459-2445,(432) 459-2729,office@gradyisd.esc18.net,gradyisd.org,MRS MICHELLE SCHREINER   ,'EE-12,258,Active, ,8/8/23 5:37
'157,MASON COUNTY,'15,'15,'15,'157901,MASON ISD,INDEPENDENT,'4829280,P O BOX 410,MASON,TX,76856-0410,200 FT MCKAVITT,MASON,TX,76856,(325) 347-1144,(325) 294-4412,brannon.kidd@masonisd.net,www.masonisd.net,DENNIS HILL   ,709,'157901001,MASON H S,REGULAR INSTRUCTIONAL,,N,N,N,'482928003307,1105 W COLLEGE AVE,MASON,TX,76856,1105 W COLLEGE AVE,MASON,TX,76856,(325) 347-1122 ext:221 ,(325) 347-8247,chris.habecker@masonisd.net,masonisd.net,MR KADE BURNS   ,'09-12,214,Active, ,8/8/23 5:37
'158,MATAGORDA COUNTY,'03,'03,'03,'158901,BAY CITY ISD,INDEPENDENT,'4809630,P O BOX 2510,BAY CITY,TX,77404-2510,520 7TH ST,BAY CITY,TX,77414,(979) 401-1005,(979) 245-3175,dmchazlett@baycityisd.org,www.bcblackcats.net,DWIGHT H MCHAZLETT JR   ,3579,'158901001,BAY CITY H S,REGULAR INSTRUCTIONAL,,N,N,N,'480963000412,400 7TH ST,BAY CITY,TX,77414,400 7TH ST,BAY CITY,TX,77414,(979) 401-1100,(979) 245-1220,mmosier@baycityisd.org,www.bcblackcats.net,ESTELLA REYES   MARY LYNN FLORES   ,'09-12,1031,Active, ,8/8/23 5:37
