CHARTER NAME,CDN,TYPE,RECEIVED DATE,DECISION DATE,STATUS,AMENDMENT #,ITEM #,DESCRIPTION,EFFECTIVE DATE,SUBCHAPTER E
TEXAS COLLEGE PREPARATORY ACADEMIES,'221801,NAME CHANGE - CAMPUS,2023-06-06,6/30/2023,Approved,130-23,8.0,"to change the name of campus #221-801-005 from Huntsville Classical Academy to Ignite Community School - Huntsville, effective August 1, 2023",8/ 1/2023,No
TEXAS COLLEGE PREPARATORY ACADEMIES,'221801,NAME CHANGE - CAMPUS,2023-06-06,6/30/2023,Approved,130-23,9.0,"change the name of campus #221-801-081 from Fort Worth Classical Academy - North to Founders Classical Academy - Fort Worth, effective August 1, 2023",8/ 1/2023,No
TEXAS COLLEGE PREPARATORY ACADEMIES,'221801,START DATE CHANGE - CAMPUS,2023-06-05,6/30/2023,Approved,128-23,1.0,"postpone opening the previously-approved campus iSchool High-Fort Worth, to be located in the Fort Worth area, from the 2023-2024 school year to the 2024-2025 school year, effective August 1, 2024",8/ 1/2024,No
TEXAS COLLEGE PREPARATORY ACADEMIES,'221801,NAME CHANGE - CAMPUS,2023-06-06,6/30/2023,Approved,130-23,5.0,"change the name of campus #221-801-057 from Vista Academy of Humble to Ignite Community School - Humble, effective 8/1/2023",8/ 1/2023,No
TEXAS COLLEGE PREPARATORY ACADEMIES,'221801,NAME CHANGE - CAMPUS,2023-06-06,6/30/2023,Approved,130-23,6.0,"to change the name of campus #221-801-055 from Vista Academy of Pasadena to Ignite Community School - Pasadena, effective August 1, 2023",8/ 1/2023,No
TEXAS COLLEGE PREPARATORY ACADEMIES,'221801,NAME CHANGE - CAMPUS,2023-06-06,6/30/2023,Approved,130-23,3.0,"to change the name of campus #221-801-052 from Vista Academy of Beaumont to Ignite Community School - Beaumont, effective August 1, 2023",8/ 1/2023,No
TEXAS COLLEGE PREPARATORY ACADEMIES,'221801,ADDITIONAL SITE/CAMPUS REQUEST,2023-01-27,4/17/2023,Approved,017-23,9.0,"add a site under campus 221-801-074 to be located at 5625 Good Shepherd Way, Fort Worth, Texas 76119, to serve prekindergarten three-year-olds (Early Education) through prekindergarten four-year-olds (PreK4), effective August 1, 2023",8/ 1/2023,No
TEXAS COLLEGE PREPARATORY ACADEMIES,'221801,ADDITIONAL SITE/CAMPUS REQUEST,2023-01-27,4/17/2023,Approved,017-23,8.0,"add a site under campus 221-801-074 to be located at 7701 North Richland Boulevard, North Richland Hills, Texas 76180, to serve prekindergarten three-year-olds (Early Education) through prekindergarten four-year-olds (PreK4), effective August 1, 2023",8/ 1/2023,No
TEXAS COLLEGE PREPARATORY ACADEMIES,'221801,ADDITIONAL SITE/CAMPUS REQUEST,2023-01-27,4/17/2023,Approved,017-23,7.0,"add a site under campus 221-801-074 to be located at 2211 South Bowen Road, Pantego, Texas 76103, to serve prekindergarten three-year-olds (Early Education) through prekindergarten four-year-olds (PreK4), effective August 1, 2023",8/ 1/2023,No
TEXAS COLLEGE PREPARATORY ACADEMIES,'221801,ADDITIONAL SITE/CAMPUS REQUEST,2023-01-27,4/17/2023,Approved,017-23,6.0,"add a site under campus 221-801-074 to be located at 4451 Boat Club Road, Fort Worth, Texas 76135, to serve prekindergarten three-year-olds (Early Education) through prekindergarten four-year-olds (PreK4), effective August 1, 2023",8/ 1/2023,No
TEXAS COLLEGE PREPARATORY ACADEMIES,'221801,ADDITIONAL SITE/CAMPUS REQUEST,2023-01-27,4/17/2023,Approved,017-23,5.0,"add a site under campus 221-801-074 to be located at 4328 Wilbarger Street, Fort Worth, Texas 76119, to serve prekindergarten three-year-olds (Early Education) through prekindergarten four-year-olds (PreK4), effective August 1, 2023",8/ 1/2023,No
TEXAS COLLEGE PREPARATORY ACADEMIES,'221801,ADDITIONAL SITE/CAMPUS REQUEST,2023-01-27,4/17/2023,Approved,017-23,4.0,"add a site under campus 221-801-074 to be located at 2200 Oak Hill Road, Fort Worth, Texas 76112, to serve prekindergarten three-year-olds (Early Education) through prekindergarten four-year-olds (PreK4), effective August 1, 2023",8/ 1/2023,No
TEXAS COLLEGE PREPARATORY ACADEMIES,'221801,ADDITIONAL SITE/CAMPUS REQUEST,2023-01-27,4/17/2023,Approved,017-23,3.0,"add a site under campus 221-801-074 to be located at 1816 McClellan Court, Fort Worth, TX 76112, to serve prekindergarten three-year-olds (Early Education) through prekindergarten four-year-olds (PreK4), effective August 1, 2023",8/ 1/2023,No
TEXAS COLLEGE PREPARATORY ACADEMIES,'221801,ADDITIONAL SITE/CAMPUS REQUEST,2023-01-27,4/17/2023,Approved,017-23,2.0,"add a site under campus 221-801-074 to be located at 4815 Arborgate Drive, Arlington, Texas 76017, to serve prekindergarten three-year-olds (Early Education) through prekindergarten four-year-olds (PreK4), effective August 1, 2023",8/ 1/2023,No
TEXAS COLLEGE PREPARATORY ACADEMIES,'221801,NAME CHANGE - CAMPUS,2023-06-06,6/30/2023,Approved,130-23,4.0,"to change the name of campus #221-801-026 from Vista Academy of Garland to Ignite Community School - Garland, effective August 1, 2023",8/ 1/2023,No
TEXAS COLLEGE PREPARATORY ACADEMIES,'221801,ADDITIONAL SITE/CAMPUS REQUEST,2023-01-27,4/17/2023,Approved,017-23,1.0,"add a site under campus 221-801-074 to be located at 5415 Matlock Road, Arlington, Texas 76018, to serve prekindergarten three-year-olds (Early Education) through prekindergarten four-year-olds (PreK4), effective August 1, 2023",8/ 1/2023,No
TEXAS COLLEGE PREPARATORY ACADEMIES,'221801,ADDRESS CHANGE - CAMPUS - ,2023-06-26,6/30/2023,Approved,146-23,1.0,"relocate campus #221-801-057, Vista Academy of Humble, from 901 Wilson Road, Humble, Texas 77338 to 6651 Hawes Road, Humble, Texas 77396, effective August 1, 2023",8/ 1/2023,No
TEXAS COLLEGE PREPARATORY ACADEMIES,'221801,ADDITIONAL SITE/CAMPUS REQUEST,2023-01-27,4/17/2023,Approved,017-23,12.0,"add a site under campus 221-801-074 to be located at 3951 Sycamore School Road Suite 111, Fort Worth, Texas 76133, to serve prekindergarten three-year-olds (Early Education) through prekindergarten four-year-olds (PreK4), effective August 1, 2023",8/ 1/2023,No
TEXAS COLLEGE PREPARATORY ACADEMIES,'221801,ADDITIONAL SITE/CAMPUS REQUEST,2023-01-27,4/17/2023,Approved,017-23,13.0,"add a site under campus 221-801-074 to be located at or near 8201 Calmont Avenue, Fort Worth, Texas 76116, to serve prekindergarten three-year-olds (Early Education) through prekindergarten four-year-olds (PreK4), effective August 1, 2023",8/ 1/2023,No
TEXAS COLLEGE PREPARATORY ACADEMIES,'221801,ADDITIONAL SITE/CAMPUS REQUEST,2023-01-27,4/17/2023,Approved,018-23,1.0,"add a campus to be called iSchool High - Fort Worth to be located in the Fort Worth area, to serve students in grade nine (9) through grade twelve (12), effective August 1, 2023",8/ 1/2023,No
TEXAS COLLEGE PREPARATORY ACADEMIES,'221801,NAME CHANGE - CAMPUS,2023-06-06,6/30/2023,Approved,130-23,1.0,"to change the name of campus #221-801-062 from Mainland Preparatory Academy to Ignite Community School - Mainland, effective August 1, 2023",8/ 1/2023,No
TEXAS COLLEGE PREPARATORY ACADEMIES,'221801,NAME CHANGE - CAMPUS,2023-06-06,6/30/2023,Approved,130-23,2.0,"change the name of campus #221-801-039 from Clay Classical Academy to Ignite Community School - Mountain Creek, effective August 1, 2023",8/ 1/2023,No
TEXAS COLLEGE PREPARATORY ACADEMIES,'221801,ADDITIONAL SITE/CAMPUS REQUEST,2023-01-27,4/17/2023,Approved,019-23,1.0,"add a site under campus 221-801-057 to be located at 6650 Rankin Road, Humble, Texas 77396, to serve students in kindergarten through grade twelve (12), effective August 1, 2023",8/ 1/2023,No
TEXAS COLLEGE PREPARATORY ACADEMIES,'221801,ADDITIONAL SITE/CAMPUS REQUEST,2023-01-27,4/17/2023,Approved,020-23,1.0,"add a site under campus 221-801-077 to be located at 611 East Bethany Drive, Allen, Texas, to serve prekindergarten three-year-olds (Early Education) through prekindergarten four-year-olds (PreK4), effective August 1, 2023",8/ 1/2023,No
TEXAS COLLEGE PREPARATORY ACADEMIES,'221801,CLOSE CAMPUS - RETURN SITE,2023-06-26,6/30/2023,Approved,145-23,1.0,"close campus #221801033, Quest Collegiate Academy - Jasper, effective July 1, 2023",7/ 1/2023,No
TEXAS COLLEGE PREPARATORY ACADEMIES,'221801,ADDITIONAL SITE/CAMPUS REQUEST,2023-01-27,4/17/2023,Approved,017-23,14.0,"add a site under campus 221-801-074 to be located at 500 North Main, Euless, Texas 76039, to serve prekindergarten three-year-olds (Early Education) through prekindergarten four-year-olds (PreK4), effective August 1, 2023",8/ 1/2023,No
TEXAS COLLEGE PREPARATORY ACADEMIES,'221801,ADDITIONAL SITE/CAMPUS REQUEST,2023-01-27,4/17/2023,Approved,017-23,11.0,"add a site under campus 221-801-074 to be located at 6138 Westcreek Drive, Fort Worth, Texas 76133, to serve prekindergarten three-year-olds (Early Education) through prekindergarten four-year-olds (PreK4), effective August 1, 2023",8/ 1/2023,No
TEXAS COLLEGE PREPARATORY ACADEMIES,'221801,ADDITIONAL SITE/CAMPUS REQUEST,2023-02-22,4/17/2023,Approved,053-23,3.0,"add a site under campus 221-801-005 to be located at 2817 Old Houston Road, Huntsville, Texas 77340 to serve prekindergarten three-year-olds (Early Education) through prekindergarten four-year-olds (PreK4), effective August 1, 2023",8/ 1/2023,No
TEXAS COLLEGE PREPARATORY ACADEMIES,'221801,ADDITIONAL SITE/CAMPUS REQUEST,2023-02-22,4/17/2023,Approved,053-23,2.0,"add a site under campus 221-801-070 to be located at 21617 Valley Ranch Crossing Drive, Porter, TX to serve prekindergarten three-year-olds (Early Education) through prekindergarten four-year-olds (PreK4), effective August 1, 2023",8/ 1/2023,No
TEXAS COLLEGE PREPARATORY ACADEMIES,'221801,ADDITIONAL SITE/CAMPUS REQUEST,2023-02-22,4/17/2023,Approved,053-23,1.0,"add a site under campus 221-801-069 to be located at 9920 Highway 90A #290D, Sugar Land, TX 77478, to serve prekindergarten three-year-olds (Early Education) through prekindergarten four-year-olds (PreK4), effective August 1, 2023",8/ 1/2023,No
TEXAS COLLEGE PREPARATORY ACADEMIES,'221801,ADDITIONAL SITE/CAMPUS REQUEST,2023-01-27,4/17/2023,Approved,017-23,10.0,"add a site under campus 221-801-074 to be located at 1951 East Arkansas, Arlington, Texas 76010, to serve prekindergarten three-year-olds (Early Education) through prekindergarten four-year-olds (PreK4), effective August 1, 2023",8/ 1/2023,No
TEXAS COLLEGE PREPARATORY ACADEMIES,'221801,OTHER,2023-07-27,8/ 3/2023,Approved,155-23,1.0,"temporarily relocate grade levels kindergarten (K) through four (4) from campus #221-801-075, Founders Classical Academy - Bastrop, from 609 Pecan Street, Bastrop, TX 78602 to 261 FM 20, Bastrop, TX 78602, effective August 16, 2023",8/16/2023,No
TEXAS COLLEGE PREPARATORY ACADEMIES,'221801,CLOSE CAMPUS - RETURN SITE,2023-03-17,3/17/2023,Approved,096-23,5.0,"close site #2 associated with campus 221-801-063, Founders Classical Academy of Flower Mound, effective 3/17/2023",3/17/2023,No
TEXAS COLLEGE PREPARATORY ACADEMIES,'221801,CLOSE CAMPUS - RETURN SITE,2023-03-17,3/17/2023,Approved,096-23,4.0,"close site #2 associated with campus 221-801-027, iSchool Lewisville (K-6 Campus), effective 3/17/2023",3/17/2023,No
TEXAS COLLEGE PREPARATORY ACADEMIES,'221801,START DATE CHANGE - CAMPUS,2023-06-05,6/30/2023,Approved,128-23,2.0,"postpone opening the previously-approved campus Quest Collegiate Academy-University Park, to be located in the Houston University Park area, from the 2023-2024 school year to the 2024-2025 school year, effective August 1, 2024",8/ 1/2024,No
TEXAS COLLEGE PREPARATORY ACADEMIES,'221801,START DATE CHANGE - CAMPUS,2023-06-05,6/30/2023,Approved,128-23,3.0,"postpone opening the previously-approved campus Founders Classical Academy-Houston West, to be located in Houston area, from the 2023-2024 school year to the 2024-2025 school year, effective August 1, 2024",8/ 1/2024,No
TEXAS COLLEGE PREPARATORY ACADEMIES,'221801,CLOSE CAMPUS - RETURN SITE,2023-03-17,3/17/2023,Approved,096-23,3.0,"close site #3 associated with campus 221-801-027, iSchool Lewisville (K-6 Campus), effective 3/17/2023",3/17/2023,No
TEXAS COLLEGE PREPARATORY ACADEMIES,'221801,START DATE CHANGE - CAMPUS,2023-06-05,6/30/2023,Approved,128-23,4.0,"postpone opening the previously-approved Founders Classical Academy-Allen, to be located in the Allen area, from the 2023-2024 school year to the 2024-2025 school year, effective August 1, 2024",8/ 1/2024,No
TEXAS COLLEGE PREPARATORY ACADEMIES,'221801,CLOSE CAMPUS - RETURN SITE,2023-06-05,6/30/2023,Approved,128-23,5.0,"to close site #11, Walnut Creek Academy, associated with campus #221-801-074, Ignite Community School-Fort Worth, effective June 1, 2023",6/ 1/2023,No
TEXAS COLLEGE PREPARATORY ACADEMIES,'221801,CLOSE CAMPUS - RETURN SITE,2023-03-17,3/17/2023,Approved,096-23,2.0,"close site #3 associated with campus 221-801-020, Founders Classical Academy - Corinth - Upper School, effective 3/17/2023",3/17/2023,No
TEXAS COLLEGE PREPARATORY ACADEMIES,'221801,CLOSE CAMPUS - RETURN SITE,2023-03-17,3/17/2023,Approved,096-23,1.0,"close site #2 associated with campus 221-801-020, Founders Classical Academy - Corinth - Upper School, effective 3/17/2023",3/17/2023,No
TEXAS COLLEGE PREPARATORY ACADEMIES,'221801,ADDITIONAL SITE/CAMPUS REQUEST,2023-02-22,4/17/2023,Approved,053-23,4.0,"add a site under campus 221-801-005 to be located at 906 10th Street, Huntsville, Texas 77320, to serve prekindergarten three-year-olds (Early Education) through prekindergarten four-year-olds (PreK4), effective August 1, 2023",8/ 1/2023,No
TEXAS LEADERSHIP PUBLIC SCHOOLS,'226801,ADDITIONAL SITE/CAMPUS REQUEST,2023-03-01,3/ 8/2023,Withdrawn,074-23,1.0,"add a campus to be named Trinity Leadership of Cedar Hill, to be located at 1231 E Pleasant Run Rd. Cedar Hill, Texas 75104, to serve kindergarten through grade twelve (12), effective July 1, 2023",7/ 1/2023,No
TEXAS SERENITY ACADEMY,'170801,CHARTER CLOSURE,2023-02-23,7/31/2023,Approved,162-23,1.0,Charter revoked,7/31/2023,No
THE EXCEL CENTER (FOR ADULTS),'227827,ADDITIONAL SITE/CAMPUS REQUEST,2023-06-29,7/18/2023,Approved,149-23,3.0,"add a campus to be called Fort Worth, to be located in the North Central Texas area, to serve students in grades nine (9) through twelve (12), effective August 1, 2023",8/ 1/2023,No
THE EXCEL CENTER (FOR ADULTS),'227827,GEOGRAPHIC BOUNDARY - ADD,2023-06-29,7/18/2023,Approved,149-23,4.0,"add Aledo ISD, Arlington ISD, Azle ISD, Birdville ISD, Castleberry ISD, Crowley ISD, Eagle Mountain-Saginaw ISD, Everman ISD, Fort Worth ISD, Godley ISD, Hurst-Euless-Bedford ISD, Kennedale ISD, Lake Worth ISD and White Settlement ISD to the charter school’s geographic boundaries, effective August 1, 2023",8/ 1/2023,No
THE EXCEL CENTER (FOR ADULTS),'227827,ADDITIONAL SITE/CAMPUS REQUEST,2023-06-28,7/18/2023,Approved,149-23,1.0,"add a campus to be called Connally, to be located at 899 FM 632, Kenedy, Texas 78119, to serve students in grades nine (9) through twelve (12), effective August 1, 2023",8/ 1/2023,No
THE EXCEL CENTER (FOR ADULTS),'227827,GEOGRAPHIC BOUNDARY - ADD,2023-06-28,7/18/2023,Approved,149-23,2.0,"add Karnes City ISD, Kenedy ISD, Pawnee ISD, Pettus ISD, Runge ISD and Windham School District to the charter school’s geographic boundaries, effective August 1, 2023",8/ 1/2023,No
THE LAWSON ACADEMY,'101864,GRADE LEVEL CHANGE,2023-02-06,4/26/2023,Approved,032-23,2.0,"add Prekindergarten three-year olds through grade five (5) to the charter grade levels served, effective July 1, 2023",7/ 1/2023,No
THE LAWSON ACADEMY,'101864,ADDITIONAL SITE/CAMPUS REQUEST,2023-02-06,4/10/2023,Withdrawn,032-23,1.0,"add a campus to be called The Lawson Academy Elementary, to be located at 5052 Scott Street, Houston, Texas 77004, to serve Prekindergarten three-year olds through grade five (5), effective July 1, 2023",7/ 1/2023,No
THE LAWSON ACADEMY,'101864,ENROLLMENT CHANGE,2023-02-06,3/21/2023,Withdrawn,032-23,3.0,"increase the charter's maximum student enrollment from to 1,080, effective July 1, 2023",7/ 1/2023,No
THE PRO-VISION ACADEMY,'101868,OTHER,2023-02-01,4/25/2023,Withdrawn,035-23,1.0,"change the instructional week to a four-day week, effective April 27, 2022",,No
THE RHODES SCHOOL FOR THE PERFORMING ,'101861,ADDRESS CHANGE - CAMPUS - ,2023-01-19,3/16/2023,Approved,009-23,1.0,"relocate campus #105, The Rhodes School - Humble, from 600 Charles Street, Humble, Texas 77338 to 1500 Montgomery Lane, Humble, Texas 77338, effective July 1, 2023",7/ 1/2023,No
TRINITY BASIN PREPARATORY,'057813,GEOGRAPHIC BOUNDARY - ADD,2023-05-17,5/24/2023,Approved,117-23,5.0,"add Alavardo ISD, Azle ISD, Carroll ISD, Glen Rose ISD, Granbury ISD, Grandview ISD, Grapevine-Colleyville ISD, Kennedale ISD, Rio Vista ISD, Springtown ISD, and Tolar ISD to the charter's approved geographic boundaries, effective July 1, 2023",7/ 1/2023,No
TRINITY BASIN PREPARATORY,'057813,ADDITIONAL SITE/CAMPUS REQUEST,2023-05-17,5/24/2023,Approved,117-23,3.0,"add a campus to be named Trinity Basin Preparatory HPA West, to be located at 8300 W. Fwy., Fort Worth, Texas 76108, to serve students Prekindergarten three-year olds through grade five (5), effective July 1, 2023",7/ 1/2023,No
TRINITY BASIN PREPARATORY,'057813,START DATE CHANGE - CAMPUS,2023-05-17,5/24/2023,Approved,120-23,1.0,"postpone the opening of campus 057813-106, Trinity Basin Preparatory - Arlington, from the 2023-2024 school year to 2024-2025 school year, effective July 1, 2023",7/ 1/2023,No
TRINITY BASIN PREPARATORY,'057813,ADDITIONAL SITE/CAMPUS REQUEST,2023-05-17,5/24/2023,Approved,117-23,2.0,"add a campus to be named Trinity Basin Preparatory HPA South, to be located at 7241 Crowley Rd., Fort Worth, Texas 76134, to serve students Prekindergarten three-year olds through grade six (6), effective July 1, 2023",7/ 1/2023,No
TRINITY BASIN PREPARATORY,'057813,GRADE LEVEL CHANGE,2023-05-17,5/24/2023,Approved,117-23,4.0,"add grades nine (9) through twelve (12) to the charter's approved grade levels, effective July 1, 2023",7/ 1/2023,No
TRINITY BASIN PREPARATORY,'057813,ADDITIONAL SITE/CAMPUS REQUEST,2023-05-17,5/24/2023,Approved,117-23,1.0,"add a campus to be named Trinity Basin Preparatory HPA Upper School, to be located at 1256 Jim Wright Fwy., White Settlement, Texas 76108, to serve students in grade six (6) through twelve (12), effective July 1, 2023",7/ 1/2023,No
TRINITY BASIN PREPARATORY,'057813,CHARTER LANGUAGE,2023-06-22,6/30/2023,Process,140-23,1.0,"adopt the revised charter language, effective July 1, 2023",7/ 1/2023,No
TRINITY BASIN PREPARATORY,'057813,ENROLLMENT CHANGE,2023-05-17,5/24/2023,Approved,117-23,6.0,"increase the charter's maximum student enrollment from 9,000 to 11,000 effective July 1, 2023",7/ 1/2023,No
TRINITY CHARTER SCHOOL,'046802,OTHER,2023-04-10,6/14/2023,Approved,102-23,5.0,"extend campus dormancy for 046802-019, Trinity Charter Schools - Austin Campus, for the 2023-2024 school year, effective July 1, 2023",7/ 1/2023,No
TRINITY CHARTER SCHOOL,'046802,NAME CHANGE - CAMPUS,2023-01-24,3/16/2023,Approved,012-23,5.0,"change the name of campus #046802-008, Trinity Charter Schools - Houston Campus, to Trinity Charter Schools - La Porte Campus, effective July 1, 2023",7/ 1/2023,No
TRINITY CHARTER SCHOOL,'046802,ADDRESS CHANGE - CAMPUS - ,2023-01-24,3/16/2023,Approved,012-23,1.0,"relocate campus #046802-008, Trinity Charter Schools - Houston Campus, from 262 North Sam Houston Parkway, Houston, Texas 77060 to 514 Bayridge Road, La Porte, Texas 77571, effective July 1, 2023",7/ 1/2023,No
TRINITY CHARTER SCHOOL,'046802,CLOSE CAMPUS - RETURN SITE,2023-04-10,6/14/2023,Approved,102-23,3.0,"close campus and return CDCN 046802-020, Trinity Charter School - Blooming Grove Campus, effective July 1, 2023",7/ 1/2023,No
TRINITY CHARTER SCHOOL,'046802,CLOSE CAMPUS - RETURN SITE,2023-04-10,6/14/2023,Approved,102-23,4.0,"close campus and return CDCN 046802-023, Trinity Charter School - Houston Campus - Dawn Rd, effective July 1, 2023",7/ 1/2023,No
TRINITY CHARTER SCHOOL,'046802,ADDRESS CHANGE - CAMPUS - ,2023-04-10,6/14/2023,Approved,102-23,1.0,"relocate campus 046802-004, Trinity Charter Schools - Katy Campus, from 5638 Kingsland Blvd, Katy, Texas 77494 to 710 South 7th Street, Richmond, Texas 77469, effective July 1, 2023",7/ 1/2023,No
TRINITY CHARTER SCHOOL,'046802,NAME CHANGE - CAMPUS,2023-01-24,3/16/2023,Approved,012-23,4.0,"change the name of campus #046802-011 from Trinity Charter Schools - Tyler Campus to Trinity Charter Schools - Tyler Reclaim Academy, effective July 1, 2023",7/ 1/2023,No
TRINITY CHARTER SCHOOL,'046802,ADDRESS CHANGE - CAMPUS - ,2023-01-24,3/16/2023,Approved,012-23,3.0,"relocate campus #046802-011, Trinity Charter Schools - Houston Campus, from 2902 HWY 31 E, Tyler, Texas 75702 to 1820 Shiloh Rd, Suite 1303, Tyler, Texas 75703, effective July 1, 2023",7/ 1/2023,No
TRINITY CHARTER SCHOOL,'046802,ADDRESS CHANGE - CAMPUS - ,2023-03-11,6/14/2023,Approved,102-23,6.0,"relocate campus 046802-015, Trinity Charter Schools - Spring Campus, from 2929 FM 2920, Spring, Texas 77388 to 27708 Tomball Parkway, Tomball, Texas 77375, effective July 1, 2023",7/ 1/2023,No
TRINITY CHARTER SCHOOL,'046802,NAME CHANGE - CAMPUS,2023-07-20,,Process,153-23,1.0,"change the name of campus #046802-011 from Trinity Charter Schools-Tyler Reclaim Academy to Trinity Charter Schools-Reclaim Virtual Academy, effective July 1, 2023",7/ 1/2023,No
TRINITY CHARTER SCHOOL,'046802,NAME CHANGE - CAMPUS,2023-04-10,6/14/2023,Approved,102-23,2.0,"change the name of campus 046802-004 from Trinity Charter Schools - Katy Campus to Trinity Charter Schools - Richmond Campus, effective July 1, 2023",7/ 1/2023,No
TRINITY CHARTER SCHOOL,'046802,NAME CHANGE - CAMPUS,2023-04-11,6/14/2023,Approved,102-23,7.0,"change the name of campus 046802-015 from Trinity Charter Schools - Spring Campus to Trinity Charter Schools - Tomball Campus, effective July 1, 2023",7/ 1/2023,No
TRIUMPH PUBLIC HIGH SCHOOLS-EL PASO,'071803,ADDITIONAL SITE/CAMPUS REQUEST,2023-03-01,4/10/2023,Approved,073-23,1.0,"add a campus to be called Triumph Public High Schools - Abilene, to be located in the Abilene area, to serve students in grades nine (9) through twelve (12), effective August 1, 2024",8/ 1/2024,No
TRIUMPH PUBLIC HIGH SCHOOLS-EL PASO,'071803,GEOGRAPHIC BOUNDARY - ADD,2023-03-01,4/10/2023,Approved,073-23,2.0,"add to the charter's geographic boundaries Abilene ISD, Clyde CISD, Eula ISD, Hawley ISD, Merkel ISD and Wylie ISD, effective August 1, 2024",8/ 1/2024,No
TRIUMPH PUBLIC HIGH SCHOOLS-EL PASO,'071803,CHARTER LANGUAGE,2023-05-17,6/30/2023,Process,119-23,1.0,"to adopt the revised charter language, effective August 1, 2023",8/ 1/2023,No
TRIUMPH PUBLIC HIGH SCHOOLS-LAREDO,'240801,ADDITIONAL SITE/CAMPUS REQUEST,2023-02-28,4/10/2023,Approved,068-23,1.0,"add a campus to be located in the South San Antonio, to be called Triumph Public High Schools-San Antonio, to serve grades nine (9) through twelve (12), effective August 1, 2024",8/ 1/2024,No
TRIUMPH PUBLIC HIGH SCHOOLS-LAREDO,'240801,GEOGRAPHIC BOUNDARY - ADD,2023-02-28,4/10/2023,Approved,068-23,2.0,"add to the charter's geographic boundaries East Central ISD, Edgewood ISD, Ft. Sam Houston ISD, Floresville ISD, Harlandale ISD, Judson ISD, Lackland ISD, La Vernia ISD, Medina Valley ISD, North East ISD, Northside ISD, San Antonio ISD, Somerset ISD, South San Antonio ISD, Southside ISD, and Southwest ISD effective August 1, 2024",8/ 1/2024,No
TRIUMPH PUBLIC HIGH SCHOOLS-LUBBOC,'152803,ENROLLMENT CHANGE,2023-03-01,,Process,075-23,3.0,"increase the charter's maximum student enrollment from 400 to 500, effective August 1, 2024",8/ 1/2024,No
TRIUMPH PUBLIC HIGH SCHOOLS-LUBBOC,'152803,GEOGRAPHIC BOUNDARY - ADD,2023-03-01,,Process,075-23,2.0,"add Amarillo ISD, Bushland ISD, Canyon ISD, Claude ISD, Highland Park ISD, Panhandle ISD, River Road ISD, Wildorado ISD to the charter's geographic boundaries, effective August 1, 2024",8/ 1/2024,No
TRIUMPH PUBLIC HIGH SCHOOLS-LUBBOC,'152803,ADDITIONAL SITE/CAMPUS REQUEST,2023-03-01,,Process,075-23,1.0,"add a campus to be called Triumph Public High Schools - Amarillo, to be located in the Amarillo area, to serve students in grades nine (9) through twelve (12), effective August 1, 2024",8/ 1/2024,No
TRIUMPH PUBLIC HIGH SCHOOLS-LUBBOC,'152803,CHARTER LANGUAGE,2023-05-17,6/30/2023,Process,118-23,1.0,"to adopt the revised charter language, effective August 1, 2023",8/ 1/2023,No
TRIUMPH PUBLIC HIGH SCHOOLS-RIO ,'108804,ADDITIONAL SITE/CAMPUS REQUEST,2023-02-28,4/10/2023,Approved,067-23,1.0,"add a campus to be called Triumph Public High Schools - Corpus Christi, to be located in the Corpus Christi area, to serve students in grades nine (9) through twelve (12), effective August 1, 2024",8/ 1/2024,No
TRIUMPH PUBLIC HIGH SCHOOLS-RIO ,'108804,GEOGRAPHIC BOUNDARY - ADD,2023-02-28,4/10/2023,Approved,067-23,2.0,"add Calallen ISD, Corpus Christi ISD, Driscoll ISD, Flour Bluff ISD, Gregory-Portland ISD, Ingleside ISD, London ISD, Robstown ISD, Tuloso-Midway ISD, and West Oso ISD to the charter's geographic boundaries, effective August 1, 2024",8/ 1/2024,No
TRIUMPH PUBLIC HIGH SCHOOLS-RIO ,'108804,ENROLLMENT CHANGE,2023-02-28,4/10/2023,Approved,067-23,3.0,"increase maximum student enrollment from 700 to 900, effective August 1, 2024",8/ 1/2024,No
UNIVERSAL ACADEMY,'057808,ENROLLMENT CHANGE,2023-06-12,6/21/2023,Process,133-23,1.0,"increase the charter maximum student enrollment from 3,000 to 7,500, effective July 1, 2023",6/19/2023,No
UNIVERSAL ACADEMY,'057808,ADDITIONAL SITE/CAMPUS REQUEST,2023-02-23,5/26/2023,Denied,059-23,1.0,"add a campus to be called Universal/Friendship Academy, to be located at 8500 Sweetwater, Houston, Texas, to serve prekindergarten four-year olds through grade twelve (12), effective July 1, 2023",7/ 1/2023,No
UNIVERSAL ACADEMY,'057808,GEOGRAPHIC BOUNDARY - ADD,2023-02-23,5/26/2023,Denied,059-23,2.0,"add Aldine ISD, Conroe ISD, Galena Park ISD, Houston ISD, Humble ISD, Katy ISD, Klein ISD, Magnolia ISD, Montgomery ISD, New Caney ISD, Sheldon ISD, Splendora ISD, Spring ISD, Spring Branch ISD, and Willis ISD to the charter's geographic boundaries, effective July 1, 2023",7/ 1/2023,No
UNIVERSAL ACADEMY,'057808,ENROLLMENT CHANGE,2023-02-23,5/26/2023,Denied,059-23,3.0,"increase the charter maximum student enrollment from 3,000 to 10,000, effective July 1, 2023",7/ 1/2023,No
UNIVERSITY OF TEXAS UNIVERSITY ,'227806,OTHER,2023-03-08,3/23/2023,Approved,089-23,1.0,"end the dormancy for campus 227806-051, The Refuge, effective May 1, 2023",5/ 1/2023,Yes
